Shantae and the Seven Sirens,39.99,59.99,69.99,819976024411,71959,https://www.pricecharting.com/game/nintendo-switch/shantae-and-the-seven-sirens 
Shantae and the Seven Sirens Collector's Editions,84.99,94.99,134.99,,162077,https://www.pricecharting.com/game/nintendo-switch/shantae-and-the-seven-sirens-collector's-editions 
Shantae: Risky's Revenge Director's Cut,34.99,39.99,49.99,819976024800,162078,https://www.pricecharting.com/game/nintendo-switch/shantae-risky's-revenge-director's-cut 
Shantae: Risky's Revenge Director's Cut Collector's Edition,89.99,104.99,119.99,,162079,https://www.pricecharting.com/game/nintendo-switch/shantae-risky's-revenge-director's-cut-collector's-edition 
Shaq Fu: A Legend Reborn,8.99,9.99,13.99,810810030063,46960,https://www.pricecharting.com/game/nintendo-switch/shaq-fu-a-legend-reborn 
Shaq Fu: A Legend Reborn Collector's Edition,19.99,19.99,39.99,,53782,https://www.pricecharting.com/game/nintendo-switch/shaq-fu-a-legend-reborn-collector's-edition 
Shaun the Sheep: Home Sheep Home: Farmageddon Party Edition,ND,ND,ND,,2158247,https://www.pricecharting.com/game/nintendo-switch/shaun-the-sheep-home-sheep-home-farmageddon-party-edition 
Shikhondo: Soul Eater,89.99,104.99,134.99,,54370,https://www.pricecharting.com/game/nintendo-switch/shikhondo-soul-eater 
Shikhondo: Soul Eater Limited Edition,69.99,84.99,124.99,797776798773,58134,https://www.pricecharting.com/game/nintendo-switch/shikhondo-soul-eater-limited-edition 
Shin Megami Tensei III: Nocturne HD Remaster,ND,ND,ND,730865220373,1935122,https://www.pricecharting.com/game/nintendo-switch/shin-megami-tensei-iii-nocturne-hd-remaster 
Shin Megami Tensei V,ND,ND,ND,730865220434,2783095,https://www.pricecharting.com/game/nintendo-switch/shin-megami-tensei-v 
Shin Megami Tensei V Premium Edition,ND,ND,ND,730865220427,2254835,https://www.pricecharting.com/game/nintendo-switch/shin-megami-tensei-v-premium-edition 
Shin Megami Tensei V Steelbook Edition,ND,ND,ND,730865220410,2782467,https://www.pricecharting.com/game/nintendo-switch/shin-megami-tensei-v-steelbook-edition 
Shing Limited Edition,ND,ND,ND,,2422960,https://www.pricecharting.com/game/nintendo-switch/shing-limited-edition 
Shining Resonance Refrain,17.99,24.99,29.99,010086770773,47048,https://www.pricecharting.com/game/nintendo-switch/shining-resonance-refrain 
Shining Resonance Refrain: Draconic Launch Edition,24.99,29.99,39.99,010086770780,52182,https://www.pricecharting.com/game/nintendo-switch/shining-resonance-refrain-draconic-launch-edition 
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,34.99,44.99,49.99,819976025463,1220090,https://www.pricecharting.com/game/nintendo-switch/shiren-the-wanderer-the-tower-of-fortune-and-the-dice-of-fate 
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate Collector's Edition,ND,ND,ND,819976025630,2350083,https://www.pricecharting.com/game/nintendo-switch/shiren-the-wanderer-the-tower-of-fortune-and-the-dice-of-fate-collector's-edition 
Shmup Collection,34.99,39.99,44.99,800265939882,155158,https://www.pricecharting.com/game/nintendo-switch/shmup-collection 
Shovel Knight: Treasure Trove,24.99,29.99,34.99,812303012099,66975,https://www.pricecharting.com/game/nintendo-switch/shovel-knight-treasure-trove 
Sine Mora EX,9.99,10.99,13.99,811994020987,40518,https://www.pricecharting.com/game/nintendo-switch/sine-mora-ex 
Skullgirls 2nd Encore,24.99,29.99,39.99,811949030641,66527,https://www.pricecharting.com/game/nintendo-switch/skullgirls-2nd-encore 
Skullgirls 2nd Encore Collector's Edition,ND,ND,ND,,2593928,https://www.pricecharting.com/game/nintendo-switch/skullgirls-2nd-encore-collector's-edition 
Skully,10.99,16.99,19.99,814290015725,117482,https://www.pricecharting.com/game/nintendo-switch/skully 
Skylanders Imaginators,ND,ND,ND,,2549617,https://www.pricecharting.com/game/nintendo-switch/skylanders-imaginators 
Skylanders Imaginators: Starter Pack,144.99,189.99,284.99,047875880832047875880849,37297,https://www.pricecharting.com/game/nintendo-switch/skylanders-imaginators-starter-pack 
Slain: Back From Hell,34.99,34.99,74.99,,55818,https://www.pricecharting.com/game/nintendo-switch/slain-back-from-hell 
Slay the Spire,13.99,16.99,19.99,812303012938,66167,https://www.pricecharting.com/game/nintendo-switch/slay-the-spire 
Slayaway Camp: Butcher's Cut,-.01,-.01,-.01,,72229,https://www.pricecharting.com/game/nintendo-switch/slayaway-camp-butcher's-cut 
Slide Stars,9.99,11.99,13.99,850017102101,593906,https://www.pricecharting.com/game/nintendo-switch/slide-stars 
Slime-San,29.99,34.99,44.99,819976021168,50712,https://www.pricecharting.com/game/nintendo-switch/slime-san 
Slime-San Super Slime Edition,29.99,34.99,44.99,,50713,https://www.pricecharting.com/game/nintendo-switch/slime-san-super-slime-edition 
Smashing the Battle: Ghost Soul,ND,ND,ND,,2914416,https://www.pricecharting.com/game/nintendo-switch/smashing-the-battle-ghost-soul 
Smashing the Battle: Ghost Soul Limited Edition,ND,ND,ND,,2783038,https://www.pricecharting.com/game/nintendo-switch/smashing-the-battle-ghost-soul-limited-edition 
Snack World: The Dungeon Crawl Gold,12.99,16.99,24.99,045496596422,68621,https://www.pricecharting.com/game/nintendo-switch/snack-world-the-dungeon-crawl-gold 
Sniper Elite 4,24.99,24.99,29.99,812303015205812303015212,1341325,https://www.pricecharting.com/game/nintendo-switch/sniper-elite-4 
Sniper Elite III Ultimate Edition,19.99,29.99,34.99,812303012563,82664,https://www.pricecharting.com/game/nintendo-switch/sniper-elite-iii-ultimate-edition 
Sniper Elite V2 Remastered,29.99,39.99,44.99,812303012464,58395,https://www.pricecharting.com/game/nintendo-switch/sniper-elite-v2-remastered 
Snipperclips Plus,19.99,24.99,34.99,045496591953,40470,https://www.pricecharting.com/game/nintendo-switch/snipperclips-plus 
Snow Moto Racing Freedom,12.99,19.99,34.99,,46368,https://www.pricecharting.com/game/nintendo-switch/snow-moto-racing-freedom 
SnowRunner,ND,ND,ND,859529007690,1935113,https://www.pricecharting.com/game/nintendo-switch/snowrunner 
Soccer: Tactics & Glory,29.99,39.99,49.99,819759021637,161763,https://www.pricecharting.com/game/nintendo-switch/soccer-tactics-&-glory 
Soldam: Drop Connect Erase,7.99,7.99,11.99,857126007006,45060,https://www.pricecharting.com/game/nintendo-switch/soldam-drop-connect-erase 
Sonic Colors Ultimate,ND,ND,ND,010086770155,2931380,https://www.pricecharting.com/game/nintendo-switch/sonic-colors-ultimate 
Sonic Colors Ultimate Launch Edition,ND,ND,ND,010086770162,2392892,https://www.pricecharting.com/game/nintendo-switch/sonic-colors-ultimate-launch-edition 
Sonic Forces,11.99,12.99,15.99,010086770049010086770063,40446,https://www.pricecharting.com/game/nintendo-switch/sonic-forces 
Sonic Forces + Super Monkey Ball: Banana Blitz,15.99,17.99,19.99,010086770216010086770223,416301,https://www.pricecharting.com/game/nintendo-switch/sonic-forces-+-super-monkey-ball-banana-blitz 
Sonic Forces Bonus Edition,12.99,19.99,34.99,010086770032,40441,https://www.pricecharting.com/game/nintendo-switch/sonic-forces-bonus-edition 
Sonic Mania,13.99,14.99,16.99,010086770100,85213,https://www.pricecharting.com/game/nintendo-switch/sonic-mania 
Sonic Mania + Team Sonic Racing Double Pack,19.99,19.99,29.99,010086770209010086770193,170200,https://www.pricecharting.com/game/nintendo-switch/sonic-mania-+-team-sonic-racing-double-pack 
Sonic Mania Plus,17.99,24.99,54.99,010086770797010086770803,47065,https://www.pricecharting.com/game/nintendo-switch/sonic-mania-plus 
Sonic Mania Collector's Edition,24.99,29.99,69.99,010086770018,38560,https://www.pricecharting.com/game/nintendo-switch/sonic-mania-collector's-edition 
South Park: The Fractured But Whole,12.99,14.99,17.99,887256033675887256033682,46365,https://www.pricecharting.com/game/nintendo-switch/south-park-the-fractured-but-whole 
Space Invaders Forever,19.99,19.99,29.99,850010758114,507949,https://www.pricecharting.com/game/nintendo-switch/space-invaders-forever 
Spacebase Startopia,ND,ND,ND,816819018262,1812918,https://www.pricecharting.com/game/nintendo-switch/spacebase-startopia 
Sparklite,10.99,19.99,24.99,819335020375,66500,https://www.pricecharting.com/game/nintendo-switch/sparklite 
Speed 3: Grand Prix,12.99,14.99,17.99,850017102088,823219,https://www.pricecharting.com/game/nintendo-switch/speed-3-grand-prix 
Sphinx and the Cursed Mummy,24.99,39.99,44.99,811994021922,54052,https://www.pricecharting.com/game/nintendo-switch/sphinx-and-the-cursed-mummy 
Spinch,ND,ND,ND,850021640330,2158189,https://www.pricecharting.com/game/nintendo-switch/spinch 
Spirit Hunter NG,15.99,19.99,29.99,853736006729,66946,https://www.pricecharting.com/game/nintendo-switch/spirit-hunter-ng 
Spirit of the North,19.99,19.99,24.99,819335020771,86749,https://www.pricecharting.com/game/nintendo-switch/spirit-of-the-north 
Spirit: Lucky's Big Adventure,ND,ND,ND,819338021362,2121627,https://www.pricecharting.com/game/nintendo-switch/spirit-lucky's-big-adventure 
Spiritfarer,ND,ND,ND,811949033178,2250795,https://www.pricecharting.com/game/nintendo-switch/spiritfarer 
Splatoon 2,24.99,29.99,34.99,045496590505045496590512,37954,https://www.pricecharting.com/game/nintendo-switch/splatoon-2 
Splatoon 2 Starter Edition,29.99,34.99,59.99,045496592554,45184,https://www.pricecharting.com/game/nintendo-switch/splatoon-2-starter-edition 
Splatoon 2 Starter Pack,39.99,39.99,64.99,045496595067,51984,https://www.pricecharting.com/game/nintendo-switch/splatoon-2-starter-pack 
Splatoon 3,ND,ND,ND,,1341315,https://www.pricecharting.com/game/nintendo-switch/splatoon-3 
SpongeBob SquarePants Battle for Bikini Bottom Rehydrated,15.99,16.99,19.99,811994022141,78382,https://www.pricecharting.com/game/nintendo-switch/spongebob-squarepants-battle-for-bikini-bottom-rehydrated 
SpongeBob SquarePants Battle for Bikini Bottom Rehydrated Fun Edition,114.99,139.99,149.99,811994022516,78383,https://www.pricecharting.com/game/nintendo-switch/spongebob-squarepants-battle-for-bikini-bottom-rehydrated-fun-edition 
SpongeBob SquarePants Battle for Bikini Bottom Rehydrated Shiny Edition,99.99,114.99,154.99,811994022509,78384,https://www.pricecharting.com/game/nintendo-switch/spongebob-squarepants-battle-for-bikini-bottom-rehydrated-shiny-edition 
Sports Party,10.99,12.99,14.99,887256032104887256032111,52708,https://www.pricecharting.com/game/nintendo-switch/sports-party 
Spyro Reignited Trilogy,19.99,24.99,29.99,047875884052047875884069,63980,https://www.pricecharting.com/game/nintendo-switch/spyro-reignited-trilogy 
Star Renegades,ND,ND,ND,850010758213,2172692,https://www.pricecharting.com/game/nintendo-switch/star-renegades 
Star Renegades Collector's Edition,ND,ND,ND,,2172693,https://www.pricecharting.com/game/nintendo-switch/star-renegades-collector's-edition 
Star Wars Episode I: Racer,39.99,44.99,54.99,819976024299,117435,https://www.pricecharting.com/game/nintendo-switch/star-wars-episode-i-racer 
Star Wars Episode I: Racer Classic Edition,69.99,79.99,109.99,,200269,https://www.pricecharting.com/game/nintendo-switch/star-wars-episode-i-racer-classic-edition 
Star Wars Episode I: Racer Premium Edition,ND,ND,ND,,1663051,https://www.pricecharting.com/game/nintendo-switch/star-wars-episode-i-racer-premium-edition 
Star Wars Jedi Knight Collection,ND,ND,ND,811994023063,2708608,https://www.pricecharting.com/game/nintendo-switch/star-wars-jedi-knight-collection 
Star Wars Jedi Knight II: Jedi Outcast,44.99,49.99,69.99,819976023940,71956,https://www.pricecharting.com/game/nintendo-switch/star-wars-jedi-knight-ii-jedi-outcast 
Star Wars Jedi Knight II: Jedi Outcast Premium Edition,49.99,59.99,104.99,,551617,https://www.pricecharting.com/game/nintendo-switch/star-wars-jedi-knight-ii-jedi-outcast-premium-edition 
Star Wars Jedi Knight: Jedi Academy,49.99,54.99,74.99,819976023933,71957,https://www.pricecharting.com/game/nintendo-switch/star-wars-jedi-knight-jedi-academy 
Star Wars Jedi Knight: Jedi Academy Premium Edition,109.99,129.99,164.99,,551618,https://www.pricecharting.com/game/nintendo-switch/star-wars-jedi-knight-jedi-academy-premium-edition 
Star Wars Jedi Knight: Jedi Outcast & Jedi Academy,94.99,109.99,119.99,,214328,https://www.pricecharting.com/game/nintendo-switch/star-wars-jedi-knight-jedi-outcast-&-jedi-academy 
Star Wars Pinball,12.99,13.99,15.99,884095195786884095195779,63950,https://www.pricecharting.com/game/nintendo-switch/star-wars-pinball 
Star Wars Racer and Commando Combo,ND,ND,ND,811994023087,2827994,https://www.pricecharting.com/game/nintendo-switch/star-wars-racer-and-commando-combo 
Star Wars: Republic Commando,ND,ND,ND,819976025784,1934156,https://www.pricecharting.com/game/nintendo-switch/star-wars-republic-commando 
Star Wars: Republic Commando Collector's Edition,ND,ND,ND,819976026231,2183061,https://www.pricecharting.com/game/nintendo-switch/star-wars-republic-commando-collector's-edition 
Stardew Valley,24.99,29.99,34.99,850055007956850055007994,200101,https://www.pricecharting.com/game/nintendo-switch/stardew-valley 
Stardew Valley Collector's Edition,59.99,69.99,99.99,850021028046,187991,https://www.pricecharting.com/game/nintendo-switch/stardew-valley-collector's-edition 
Starlink: Battle For Atlas,10.99,10.99,13.99,,212359,https://www.pricecharting.com/game/nintendo-switch/starlink-battle-for-atlas 
Starlink: Battle for Atlas Starter Pack,12.99,14.99,19.99,887256032173,52177,https://www.pricecharting.com/game/nintendo-switch/starlink-battle-for-atlas-starter-pack 
Steamworld Dig 2,24.99,29.99,49.99,887195000516,46998,https://www.pricecharting.com/game/nintendo-switch/steamworld-dig-2 
Steins Gate Elite,24.99,29.99,49.99,811800030018,54493,https://www.pricecharting.com/game/nintendo-switch/steins-gate-elite 
Steins Gate Elite Limited Edition,49.99,54.99,79.99,811800030063,54494,https://www.pricecharting.com/game/nintendo-switch/steins-gate-elite-limited-edition 
Stern Pinball Arcade,34.99,44.99,49.99,866857000330,42305,https://www.pricecharting.com/game/nintendo-switch/stern-pinball-arcade 
Steven Universe: Save The Light & OK KO Let's Play Heroes,24.99,24.99,39.99,819338020556,58458,https://www.pricecharting.com/game/nintendo-switch/steven-universe-save-the-light-&-ok-ko-let's-play-heroes 
Story of Seasons: Friends of Mineral Town,19.99,24.99,24.99,859716006420,91511,https://www.pricecharting.com/game/nintendo-switch/story-of-seasons-friends-of-mineral-town 
Story of Seasons: Pioneers of Olive Town,ND,ND,ND,859716006505,1847441,https://www.pricecharting.com/game/nintendo-switch/story-of-seasons-pioneers-of-olive-town 
Story of Seasons: Pioneers of Olive Town Premium Edition,ND,ND,ND,859716006499,1784610,https://www.pricecharting.com/game/nintendo-switch/story-of-seasons-pioneers-of-olive-town-premium-edition 
Stranded Sails: Explorers of the Cursed Islands,19.99,19.99,29.99,819335020474,65644,https://www.pricecharting.com/game/nintendo-switch/stranded-sails-explorers-of-the-cursed-islands 
Stranger Things 3: The Game,34.99,54.99,74.99,819976023308,69051,https://www.pricecharting.com/game/nintendo-switch/stranger-things-3-the-game 
Stranger Things 3: The Game Classic Edition,54.99,64.99,89.99,787177459441,69055,https://www.pricecharting.com/game/nintendo-switch/stranger-things-3-the-game-classic-edition 
Street Fighter 30th Anniversary Collection,13.99,14.99,17.99,013388410033,46486,https://www.pricecharting.com/game/nintendo-switch/street-fighter-30th-anniversary-collection 
Street Outlaws 2: Winner Takes All,ND,ND,ND,856131008480,2573488,https://www.pricecharting.com/game/nintendo-switch/street-outlaws-2-winner-takes-all 
Street Outlaws: The List,11.99,12.99,15.99,856131008091,91051,https://www.pricecharting.com/game/nintendo-switch/street-outlaws-the-list 
Street Power Soccer,10.99,11.99,13.99,814290015763,593907,https://www.pricecharting.com/game/nintendo-switch/street-power-soccer 
Streets Of Red Collector's Edition,34.99,39.99,69.99,,69056,https://www.pricecharting.com/game/nintendo-switch/streets-of-red-collector's-edition 
Streets of Rage 4,19.99,19.99,24.99,819335020658,117402,https://www.pricecharting.com/game/nintendo-switch/streets-of-rage-4 
Streets of Rage 4 Anniversary Edition,ND,ND,ND,819335021068,2392951,https://www.pricecharting.com/game/nintendo-switch/streets-of-rage-4-anniversary-edition 
Streets of Rage 4 Brawler Bundle,114.99,129.99,144.99,,1317347,https://www.pricecharting.com/game/nintendo-switch/streets-of-rage-4-brawler-bundle 
Streets of Rage 4 Classic Edition,44.99,44.99,69.99,,71581,https://www.pricecharting.com/game/nintendo-switch/streets-of-rage-4-classic-edition 
Streets of Rage 4 Collector's Edition,109.99,129.99,149.99,,71582,https://www.pricecharting.com/game/nintendo-switch/streets-of-rage-4-collector's-edition 
Streets of Rage 4 Limited Run,24.99,29.99,34.99,819976023636,71578,https://www.pricecharting.com/game/nintendo-switch/streets-of-rage-4-limited-run 
Streets of Red,29.99,34.99,44.99,897790002310,69043,https://www.pricecharting.com/game/nintendo-switch/streets-of-red 
Streets of Red: Devil'92s Dare Deluxe,ND,ND,ND,897790002341,2530209,https://www.pricecharting.com/game/nintendo-switch/streets-of-red-devil%E2%80%99s-dare-deluxe 
Streets of Red: Devil'92s Dare Deluxe Limited Edition,ND,ND,ND,,2530257,https://www.pricecharting.com/game/nintendo-switch/streets-of-red-devil%E2%80%99s-dare-deluxe-limited-edition 
Strike! Ten Pin Bowling,ND,ND,ND,860007017612,2754947,https://www.pricecharting.com/game/nintendo-switch/strike-ten-pin-bowling 
Stubbs the Zombie in Rebel Without a Pulse,ND,ND,ND,811994023018,2738681,https://www.pricecharting.com/game/nintendo-switch/stubbs-the-zombie-in-rebel-without-a-pulse 
Subnautica + Subnautica: Below Zero,ND,ND,ND,722674840521,1935109,https://www.pricecharting.com/game/nintendo-switch/subnautica-+-subnautica-below-zero 
Super Blood Hockey,ND,ND,ND,,1665402,https://www.pricecharting.com/game/nintendo-switch/super-blood-hockey 
Super Bomberman R,10.99,12.99,14.99,083717271017,37293,https://www.pricecharting.com/game/nintendo-switch/super-bomberman-r 
Super Dragon Ball Heroes World Mission,15.99,19.99,29.99,722674840064722674840309,58081,https://www.pricecharting.com/game/nintendo-switch/super-dragon-ball-heroes-world-mission 
Super Mario 3D All-Stars,34.99,39.99,44.99,045496596743045496596750,155156,https://www.pricecharting.com/game/nintendo-switch/super-mario-3d-all-stars 
Super Mario 3D World + Bowser's Fury,34.99,39.99,44.99,045496594039045496594022,155249,https://www.pricecharting.com/game/nintendo-switch/super-mario-3d-world-+-bowser's-fury 
Super Mario Bros. 3 Wireless Controller,ND,ND,ND,,1665349,https://www.pricecharting.com/game/nintendo-switch/super-mario-bros-3-wireless-controller 
Super Mario Bros. Wired Controller,ND,ND,ND,,1665369,https://www.pricecharting.com/game/nintendo-switch/super-mario-bros-wired-controller 
Super Mario Maker 2,29.99,34.99,39.99,045496596484,59730,https://www.pricecharting.com/game/nintendo-switch/super-mario-maker-2 
Super Mario Maker 2 Online Bundle,54.99,64.99,84.99,,59747,https://www.pricecharting.com/game/nintendo-switch/super-mario-maker-2-online-bundle 
Super Mario Odyssey,29.99,29.99,34.99,045496590741045496595371045496590765,40379,https://www.pricecharting.com/game/nintendo-switch/super-mario-odyssey 
Super Mario Odyssey Starter Pack,34.99,44.99,109.99,045496595074,51983,https://www.pricecharting.com/game/nintendo-switch/super-mario-odyssey-starter-pack 
Super Mario Party,34.99,34.99,39.99,045496594305045496594312,52122,https://www.pricecharting.com/game/nintendo-switch/super-mario-party 
Super Mario Party Controller Bundle,149.99,154.99,199.99,045496595623,53763,https://www.pricecharting.com/game/nintendo-switch/super-mario-party-controller-bundle 
Super Meat Boy,44.99,49.99,59.99,819976021434,54577,https://www.pricecharting.com/game/nintendo-switch/super-meat-boy 
Super Monkey Ball Banana Mania,ND,ND,ND,,2867098,https://www.pricecharting.com/game/nintendo-switch/super-monkey-ball-banana-mania 
Super Monkey Ball Banana Mania Anniversary Edition,ND,ND,ND,010086770230,2418205,https://www.pricecharting.com/game/nintendo-switch/super-monkey-ball-banana-mania-anniversary-edition 
Super Monkey Ball: Banana Blitz HD,11.99,12.99,16.99,010086770117,65516,https://www.pricecharting.com/game/nintendo-switch/super-monkey-ball-banana-blitz-hd 
Super Neptunia RPG,24.99,34.99,44.99,819245020205,59654,https://www.pricecharting.com/game/nintendo-switch/super-neptunia-rpg 
Super Neptunia RPG Limited Edition,69.99,84.99,129.99,,68679,https://www.pricecharting.com/game/nintendo-switch/super-neptunia-rpg-limited-edition 
Super Putty Squad,11.99,13.99,19.99,813598020141,62496,https://www.pricecharting.com/game/nintendo-switch/super-putty-squad 
Super Smash Bros. Ultimate,34.99,34.99,44.99,045496592998,53856,https://www.pricecharting.com/game/nintendo-switch/super-smash-bros-ultimate 
Super Smash Bros. Ultimate Special Edition,89.99,144.99,194.99,045496594442,53857,https://www.pricecharting.com/game/nintendo-switch/super-smash-bros-ultimate-special-edition 
Super Street Racer,14.99,15.99,19.99,850007037048,67034,https://www.pricecharting.com/game/nintendo-switch/super-street-racer 
Superbeat: XONiC,9.99,11.99,14.99,897790002082,40536,https://www.pricecharting.com/game/nintendo-switch/superbeat-xonic 
Superepic: The Entertainment War,16.99,19.99,19.99,897790002396,117336,https://www.pricecharting.com/game/nintendo-switch/superepic-the-entertainment-war 
Superepic: The Entertainment War Badge Edition,24.99,29.99,34.99,897790002402,161716,https://www.pricecharting.com/game/nintendo-switch/superepic-the-entertainment-war-badge-edition 
Supermarket Shriek,10.99,11.99,16.99,814737021340,307753,https://www.pricecharting.com/game/nintendo-switch/supermarket-shriek 
Sushi Striker,7.99,8.99,10.99,045496592592045496592608,46962,https://www.pricecharting.com/game/nintendo-switch/sushi-striker 
Swords of Ditto: Mormo's Curse,ND,ND,ND,,2253101,https://www.pricecharting.com/game/nintendo-switch/swords-of-ditto-mormo's-curse 
Swords of Ditto: Mormo's Curse Limited Run,ND,ND,ND,,2255338,https://www.pricecharting.com/game/nintendo-switch/swords-of-ditto-mormo's-curse-limited-run 
Swords of Ditto: Mormo's Curse Signature Edition,ND,ND,ND,,2594677,https://www.pricecharting.com/game/nintendo-switch/swords-of-ditto-mormo's-curse-signature-edition 
TT Isle of Man,13.99,19.99,24.99,814290014780,58547,https://www.pricecharting.com/game/nintendo-switch/tt-isle-of-man 
Table Top Racing Nitro Edition,13.99,16.99,19.99,850017102279,974641,https://www.pricecharting.com/game/nintendo-switch/table-top-racing-nitro-edition 
Taiko no Tatsujin: Rhythmic Adventure Pack,39.99,39.99,59.99,,601428,https://www.pricecharting.com/game/nintendo-switch/taiko-no-tatsujin-rhythmic-adventure-pack 
Tails of Iron Crimson Knight Edition,ND,ND,ND,816293017010,2392929,https://www.pricecharting.com/game/nintendo-switch/tails-of-iron-crimson-knight-edition 
Tales of Vesperia Definitive Edition,15.99,19.99,24.99,722674840040,53957,https://www.pricecharting.com/game/nintendo-switch/tales-of-vesperia-definitive-edition 
Tales of Vesperia Definitive Edition Anniversary Bundle,119.99,134.99,184.99,,58136,https://www.pricecharting.com/game/nintendo-switch/tales-of-vesperia-definitive-edition-anniversary-bundle 
Tanuki Justice,ND,ND,ND,789993810376,2130059,https://www.pricecharting.com/game/nintendo-switch/tanuki-justice 
Taxi Chaos,ND,ND,ND,850017102149,1450395,https://www.pricecharting.com/game/nintendo-switch/taxi-chaos 
Team Sonic Racing,12.99,13.99,19.99,010086770070010086770087,58438,https://www.pricecharting.com/game/nintendo-switch/team-sonic-racing 
Tennis World Tour,12.99,13.99,19.99,814290014438,49633,https://www.pricecharting.com/game/nintendo-switch/tennis-world-tour 
Tennis World Tour 2,ND,ND,ND,814290015893,1935093,https://www.pricecharting.com/game/nintendo-switch/tennis-world-tour-2 
Tennis World Tour: Roland Garros Edition,9.99,14.99,17.99,,58551,https://www.pricecharting.com/game/nintendo-switch/tennis-world-tour-roland-garros-edition 
Terra Trilogy,ND,ND,ND,850017102330,1935105,https://www.pricecharting.com/game/nintendo-switch/terra-trilogy 
Terraria,16.99,17.99,19.99,812872017150,65606,https://www.pricecharting.com/game/nintendo-switch/terraria 
Teslagrad,14.99,16.99,19.99,852103006683,67053,https://www.pricecharting.com/game/nintendo-switch/teslagrad 
Teslagrad Value Pack,29.99,34.99,64.99,,91053,https://www.pricecharting.com/game/nintendo-switch/teslagrad-value-pack 
Tetris 99,16.99,19.99,29.99,045496596644,63277,https://www.pricecharting.com/game/nintendo-switch/tetris-99 
The Addams Family: Mansion Mayhem,ND,ND,ND,819338021454,2392949,https://www.pricecharting.com/game/nintendo-switch/the-addams-family-mansion-mayhem 
The Binding of Isaac: Repentance,ND,ND,ND,852961008348,2077137,https://www.pricecharting.com/game/nintendo-switch/the-binding-of-isaac-repentance 
The Book of Unwritten Tales 2,11.99,12.99,17.99,811994021939,54358,https://www.pricecharting.com/game/nintendo-switch/the-book-of-unwritten-tales-2 
The Caligula Effect 2,ND,ND,ND,810023037255,2594396,https://www.pricecharting.com/game/nintendo-switch/the-caligula-effect-2 
The Caligula Effect 2 Limited Edition,ND,ND,ND,,2594398,https://www.pricecharting.com/game/nintendo-switch/the-caligula-effect-2-limited-edition 
The Coma: Double Cut,44.99,54.99,59.99,794712142898,601413,https://www.pricecharting.com/game/nintendo-switch/the-coma-double-cut 
The Coma: Recut,19.99,24.99,29.99,819335020184,58127,https://www.pricecharting.com/game/nintendo-switch/the-coma-recut 
The Dark Crystal: Age of Resistance Tactics,44.99,54.99,69.99,,1220089,https://www.pricecharting.com/game/nintendo-switch/the-dark-crystal-age-of-resistance-tactics 
The Dark Crystal: Age of Resistance Tactics Collector's Edition,ND,ND,ND,819976024756,1563521,https://www.pricecharting.com/game/nintendo-switch/the-dark-crystal-age-of-resistance-tactics-collector's-edition 
The Dungeon of Naheulbeuk: The Amulet of Chaos Chicken Edition,ND,ND,ND,850017102040,2121621,https://www.pricecharting.com/game/nintendo-switch/the-dungeon-of-naheulbeuk-the-amulet-of-chaos-chicken-edition 
The End is Nigh,11.99,12.99,24.99,867528000369,42308,https://www.pricecharting.com/game/nintendo-switch/the-end-is-nigh 
The Escapists 2,29.99,34.99,44.99,812303012068,58165,https://www.pricecharting.com/game/nintendo-switch/the-escapists-2 
The Escapists: Complete Edition,34.99,34.99,44.99,819976022448,61882,https://www.pricecharting.com/game/nintendo-switch/the-escapists-complete-edition 
The Falconeer Warrior Edition,ND,ND,ND,810810030896,2255132,https://www.pricecharting.com/game/nintendo-switch/the-falconeer-warrior-edition 
The Friends Of Ringo Ishikawa Special Edition,54.99,64.99,79.99,,117429,https://www.pricecharting.com/game/nintendo-switch/the-friends-of-ringo-ishikawa-special-edition 
The Friends of Ringo Ishikawa,24.99,29.99,39.99,897790002372,117428,https://www.pricecharting.com/game/nintendo-switch/the-friends-of-ringo-ishikawa 
The Great Ace Attorney Chronicles,ND,ND,ND,013388410248013388916177,2164929,https://www.pricecharting.com/game/nintendo-switch/the-great-ace-attorney-chronicles 
The House in Fata Morgana,ND,ND,ND,819976025326,1814433,https://www.pricecharting.com/game/nintendo-switch/the-house-in-fata-morgana 
The House in Fata Morgana Collector's Edition,ND,ND,ND,,2172551,https://www.pricecharting.com/game/nintendo-switch/the-house-in-fata-morgana-collector's-edition 
The Jackbox Party Pack 7,ND,ND,ND,812303017032,2836985,https://www.pricecharting.com/game/nintendo-switch/the-jackbox-party-pack-7 
The Last Kids on Earth and the Staff of Doom,ND,ND,ND,819338021331,2070600,https://www.pricecharting.com/game/nintendo-switch/the-last-kids-on-earth-and-the-staff-of-doom 
The Longest 5 Minutes,16.99,24.99,34.99,813633019505,45057,https://www.pricecharting.com/game/nintendo-switch/the-longest-5-minutes 
The Longest 5 Minutes Limited Edition,44.99,54.99,64.99,,45757,https://www.pricecharting.com/game/nintendo-switch/the-longest-5-minutes-limited-edition 
The Messenger,99.99,149.99,179.99,,63486,https://www.pricecharting.com/game/nintendo-switch/the-messenger 
The Messenger Limited Run,134.99,154.99,199.99,,63488,https://www.pricecharting.com/game/nintendo-switch/the-messenger-limited-run 
The Missing,24.99,34.99,39.99,819976023698,71948,https://www.pricecharting.com/game/nintendo-switch/the-missing 
